FactID,FechaID,ClienteID,SegmentoID,CiudadID,ComercialID,ProyectoID,Ventas,Costos,Gastos,Utilidad,RentabilidadPorcentaje,MateriaPrima,ManoObra,CostosIndirectos
6392,1033,5,7,7,2,36,92807.72,28674.81,6736.41,57396.5,61.84,18499.35,3052.72,7122.73
6393,241,6,6,1,4,91,48330.45,14768.73,4848.18,28713.54,59.41,10670.95,3319.02,778.75
6394,90,10,5,4,5,75,146297.7,67276.64,10800.87,68220.19,46.63,47731.58,15185.27,4359.79
6395,836,7,5,9,1,95,48816.25,23359.28,4541.33,20915.64,42.85,18105.08,5254.2,0.0
6396,1239,7,5,4,4,17,610408.07,388385.45,111588.24,110434.38,18.09,238435.64,47726.85,102222.96
6397,955,5,6,5,5,58,108526.11,38187.67,21268.52,49069.92,45.21,25378.9,7429.83,5378.94
6398,442,3,8,8,4,41,505053.81,160626.65,100853.86,243573.3,48.23,100518.87,16408.83,43698.95
6399,498,1,1,1,5,50,1098877.06,320213.06,179672.92,598991.08,54.51,208567.16,72750.61,38895.29
6400,680,7,8,6,3,34,620971.37,356838.6,118260.75,145872.02,23.49,266593.59,74381.68,15863.33
6401,213,5,5,8,2,74,477626.62,224443.36,163519.28,89663.98,18.77,158764.07,40326.43,25352.86
6402,786,4,3,1,4,43,2121432.96,822834.87,302228.48,996369.61,46.97,619562.96,172456.9,30815.01
6403,1372,1,6,7,5,11,306530.75,111494.9,24872.56,170163.29,55.51,66541.0,12726.99,32226.91
6404,1031,1,2,8,3,15,39528.83,32627.42,918.99,5982.42,15.13,24499.05,5850.04,2278.33
6405,1336,4,6,7,2,9,112427.8,51755.23,21878.96,38793.61,34.51,29176.77,7436.79,15141.68
6406,84,7,7,6,1,23,14757398.15,4174159.99,2254299.04,8328939.12,56.44,3147763.6,1026396.39,0.0
6407,1292,10,3,3,4,7,1299102.59,1090072.82,210910.96,-1881.19,-0.14,682044.36,249155.43,158873.03
6408,343,8,8,7,4,68,113244.55,69265.96,29141.82,14836.77,13.1,43108.03,14545.25,11612.68
6409,1070,9,7,2,5,79,493074.14,187502.7,142747.95,162823.49,33.02,125210.62,45012.3,17279.78
6410,1390,6,6,1,1,37,418175.64,112567.08,38904.45,266704.11,63.78,86266.77,17113.18,9187.14
6411,1183,6,6,1,2,39,124730.41,75413.53,29084.35,20232.53,16.22,42306.21,17732.13,15375.18
6412,508,6,2,6,2,46,19996.85,12375.45,3879.33,3742.07,18.71,7809.07,1841.29,2725.09
6413,415,3,7,7,3,85,2850498.83,805451.4,507918.11,1537129.32,53.92,601681.5,169079.96,34689.93
6414,1127,9,8,2,5,61,58557.01,37420.26,9913.12,11223.63,19.17,23989.85,7875.56,5554.85
6415,1367,9,1,2,1,58,38218.25,13455.71,9634.99,15127.55,39.58,8016.99,1382.61,4056.11
6416,354,1,8,7,4,4,106671.37,34024.64,8164.55,64482.18,60.45,22037.85,5245.2,6741.59
6417,531,9,2,4,1,54,109476.42,66758.22,10097.39,32620.81,29.8,42636.94,6870.42,17250.86
6418,1426,6,4,6,4,88,5779.41,3627.39,1059.73,1092.29,18.9,2722.12,905.27,0.0
6419,1194,1,2,8,5,77,472947.82,330086.55,66576.04,76285.23,16.13,239393.59,39058.98,51633.98
6420,1205,3,4,4,1,25,110122.62,61623.74,9336.36,39162.52,35.56,41052.29,11179.88,9391.57
6421,1034,10,1,1,5,52,1950488.41,1050903.0,381822.03,517763.38,26.55,816893.42,229709.99,4299.6
6422,1177,5,5,1,2,59,912732.66,513961.17,217592.95,181178.54,19.85,337679.6,66912.37,109369.2
6423,565,6,5,7,2,39,274685.08,163251.73,40052.59,71380.76,25.99,91975.16,28203.03,43073.54
6424,620,9,1,5,4,14,389534.97,197459.75,47619.13,144456.09,37.08,120514.25,37737.38,39208.12
6425,322,2,1,6,4,54,121083.93,48722.27,17789.55,54572.11,45.07,31683.91,6043.06,10995.3
6426,465,4,1,1,3,29,2311917.6,1325394.74,1764493.04,-777970.18,-33.65,776797.43,287323.47,261273.84
6427,588,4,3,2,5,39,164591.2,79451.9,32632.67,52506.63,31.9,61014.29,11512.62,6924.99
6428,510,1,5,1,2,47,974133.88,621627.64,95146.87,257359.37,26.42,451534.93,81839.43,88253.28
6429,974,6,6,1,5,23,504831.0,268831.08,53078.99,182920.93,36.23,164445.6,49395.91,54989.57
6430,133,8,2,7,4,24,139168.12,108301.84,8786.89,22079.39,15.87,74282.61,17495.84,16523.39
6431,1118,5,4,7,2,24,117694.34,48773.48,20626.71,48294.15,41.03,34918.56,11610.18,2244.74
6432,681,9,1,9,2,89,129520.76,59352.08,26000.83,44167.85,34.1,45493.02,13770.24,88.82
6433,761,5,1,9,2,43,116890.4,49436.32,26053.11,41400.97,35.42,37214.48,8527.89,3693.94
6434,562,6,2,6,5,29,75407.02,63557.13,6691.08,5158.81,6.84,42487.57,9780.78,11288.78
6435,467,2,3,9,5,62,1418272.1,383885.36,134615.85,899770.89,63.44,279533.84,57132.77,47218.74
6436,955,8,2,3,4,37,150474.1,129733.56,29876.27,-9135.73,-6.07,88127.14,18180.15,23426.27
6437,91,10,5,5,3,97,408828.36,299349.78,227226.92,-117748.34,-28.8,202696.29,54386.52,42266.97
6438,1279,4,4,6,5,20,89660.69,29286.18,24378.01,35996.5,40.15,16880.28,6464.83,5941.07
6439,31,3,5,7,5,33,2173709.92,1463194.62,48731.75,661783.55,30.44,847206.75,214524.07,401463.8
6440,679,3,4,8,4,30,40632.08,15993.61,9447.12,15191.35,37.39,10744.39,2055.4,3193.81
6441,1129,1,8,4,5,69,654919.98,211395.11,119638.29,323886.58,49.45,129339.59,36216.75,45838.76
6442,148,1,7,3,2,86,336504.3,100305.98,67359.85,168838.47,50.17,55653.62,11069.28,33583.08
6443,529,4,1,5,5,65,33445.53,10763.12,7670.24,15012.17,44.89,7709.12,2208.5,845.5
6444,107,1,5,7,1,95,958558.55,777108.43,95481.13,85968.99,8.97,433216.13,138133.93,205758.37
6445,131,9,4,6,3,71,193222.87,146781.49,54631.96,-8190.58,-4.24,100826.21,25606.94,20348.33
6446,1132,2,6,3,4,28,346703.26,279638.73,15012.25,52052.28,15.01,188480.58,40566.3,50591.85
6447,351,1,6,8,5,58,78701.91,31175.34,18170.33,29356.24,37.3,23827.28,7348.06,0.0
6448,1090,6,2,7,3,61,415044.88,292535.56,57612.22,64897.1,15.64,193473.96,33224.12,65837.48
6449,909,1,5,9,3,8,233626.28,138180.98,138755.72,-43310.42,-18.54,78020.9,31847.07,28313.02
6450,858,6,6,7,4,55,40897.99,21574.47,10087.18,9236.34,22.58,14603.5,3376.53,3594.44
6451,938,7,4,2,5,88,301154.3,183470.53,36800.71,80883.06,26.86,136401.55,42582.32,4486.65
6452,183,10,4,7,3,22,53845.61,19563.12,10277.24,24005.25,44.58,15245.06,4094.84,223.22
6453,1095,8,6,1,4,12,88386.89,36291.86,21171.22,30923.81,34.99,23552.65,4196.27,8542.94
6454,1198,4,4,2,2,4,1392820.38,676395.27,253306.18,463118.93,33.25,421846.57,152006.61,102542.1
6455,536,8,3,4,4,90,276453.74,160103.5,56015.74,60334.5,21.82,121443.35,32393.18,6266.97
6456,296,7,1,3,5,57,1734038.44,1271701.57,329178.41,133158.46,7.68,755372.53,133331.92,382997.12
6457,1342,7,7,8,4,58,626614.3,110146.29,53409.57,463058.44,73.9,76171.52,13223.66,20751.11
6458,1416,6,1,1,4,84,126275.45,35274.71,37490.48,53510.26,42.38,22692.73,6890.71,5691.27
6459,995,8,8,4,4,62,159950.93,111466.04,35558.93,-12925.96,-8.08,62359.56,22225.22,26881.26
6460,32,6,3,3,2,82,102945.99,52661.04,26666.57,23618.38,22.94,33169.94,11164.02,8327.08
6461,14,5,8,9,2,32,378165.21,99751.83,69359.1,209054.28,55.28,60948.62,20752.05,18051.15
6462,1101,2,3,7,3,95,41091.93,31945.82,1246.22,7899.89,19.22,22611.28,6354.92,2979.62
6463,365,8,3,8,2,27,71489.85,31009.33,16423.32,24057.2,33.65,23822.04,6665.02,522.27
6464,684,9,6,2,4,66,258658.35,190646.16,70711.17,-2698.98,-1.04,116608.89,35510.3,38526.98
6465,371,1,4,1,1,54,233797.2,163558.59,27740.77,42497.84,18.18,120483.34,22754.06,20321.19
6466,865,5,8,1,2,43,1642152.22,964031.23,314834.83,-363286.16,-22.12,542491.95,228337.06,193202.22
6467,229,7,2,1,3,78,97441.34,79478.73,7208.11,10754.5,11.04,53550.21,8165.02,17763.5
6468,90,6,8,4,4,67,49146.85,35255.81,9663.57,4227.47,8.6,19962.77,5464.1,9828.94
6469,959,9,5,8,2,87,148993.1,92822.63,35813.62,20356.85,13.66,70993.31,19430.61,2398.71
6470,1199,9,6,1,1,49,1110894.85,867438.3,41666.1,201790.45,18.16,629986.43,142323.56,95128.31
6471,349,8,5,5,5,35,849722.29,325205.38,190202.31,334314.6,39.34,228075.79,33731.98,63397.6
6472,756,3,1,5,3,90,2582400.5,1911079.06,254589.42,416732.02,16.14,1413235.64,210022.11,287821.3
6473,914,4,3,8,3,68,375014.28,114096.66,59328.28,201589.34,53.76,79745.53,22510.77,11840.36
6474,1042,10,1,9,1,75,90441.78,70948.54,12021.41,7471.83,8.26,53585.33,17363.21,0.0
6475,421,4,4,8,1,94,45369.38,33998.09,3407.57,-7963.72,-17.55,24281.79,6214.16,3502.15
6476,999,5,3,7,3,32,22642.26,18296.28,11965.98,-7620.0,-33.65,13954.05,3220.4,1121.83
6477,426,7,5,4,5,79,1010442.58,786423.89,176302.25,47716.44,4.72,526070.66,116193.17,144160.06
6478,304,1,1,9,2,44,400995.26,290770.31,265592.17,-155367.22,-38.75,167752.61,40272.74,82744.97
6479,697,7,6,3,2,89,129664.48,111864.26,14573.77,3226.45,2.49,75114.71,11538.55,25211.0
6480,983,10,8,6,3,91,127482.39,86411.35,25671.5,15399.54,12.08,50047.79,12179.09,24184.46
6481,1372,3,1,2,2,72,679460.89,251432.26,185406.16,242622.47,35.71,172551.3,42081.35,36799.61
6482,68,10,6,8,4,80,107479.37,43806.39,30470.88,33202.1,30.89,28954.86,5681.36,9170.17
6483,354,9,6,3,1,25,133805.69,41026.74,4804.52,87974.43,65.75,28439.42,4640.21,7947.1
6484,821,10,5,4,4,2,873834.25,537780.42,48278.32,287775.51,32.93,297021.94,111675.04,129083.44
6485,270,2,2,9,1,28,20442.88,16919.1,2240.62,1283.16,6.28,10063.71,3962.34,2893.06
6486,1436,9,4,9,2,54,238774.99,125052.16,18596.47,95126.36,39.84,82910.33,30077.02,12064.81
6487,831,4,4,1,2,39,392337.5,319868.47,33856.18,38612.85,9.84,245855.97,61638.59,12373.91
6488,402,6,7,6,2,49,736919.92,112060.07,38171.13,586688.72,79.61,71520.11,12093.1,28446.87
6489,1375,3,3,4,4,80,1679658.6,956651.2,173004.76,550002.64,32.74,619532.64,201977.19,135141.37
6490,348,4,3,3,1,46,340603.11,99478.71,101441.54,139682.86,41.01,71065.61,11590.69,16822.41
6491,20,10,6,4,3,38,399679.28,334220.51,58879.07,6579.7,1.65,230235.26,66998.58,36986.66
6492,56,7,8,1,3,89,1205672.21,515327.52,34120.86,656223.83,54.43,318860.46,111777.05,84690.01
6493,97,9,7,1,5,66,107071.2,21640.72,16394.19,69036.29,64.48,13947.18,4520.31,3173.23
6494,453,6,2,5,2,90,25692.59,15568.97,2905.7,7217.92,28.09,9342.49,3779.87,2446.61
6495,1239,5,7,8,1,80,42361.97,10093.24,9644.44,22624.29,53.41,7793.85,2126.87,172.52
6496,1041,9,5,4,5,20,404249.62,253689.48,86489.0,64071.14,15.85,147151.54,51747.95,54789.98
6497,332,3,4,1,3,11,628586.94,421743.26,47608.58,159235.1,25.33,268027.31,58732.59,94983.36
6498,1253,6,2,2,4,72,321943.03,258417.75,38528.68,24996.6,7.76,143665.53,61688.27,53063.95
6499,368,6,6,6,3,60,26465.07,23160.41,6388.03,-3083.37,-11.65,13919.62,2939.79,6301.0
6500,432,9,4,3,4,66,239205.22,182021.16,69329.11,-12145.05,-5.08,132785.96,42908.67,6326.54
6501,243,5,2,3,2,89,62255380.94,47468198.6,10613346.93,4173835.41,6.7,28303877.18,6973049.02,12191272.4
6502,876,4,2,6,2,82,216101.23,151373.09,39192.56,25535.58,11.82,86042.67,18092.8,47237.62
6503,1222,9,8,3,2,64,10206.72,7879.08,2377.38,-49.74,-0.49,5193.29,1764.93,920.85
6504,465,10,4,4,1,65,30840.76,26683.24,5391.38,-1233.86,-4.0,14736.96,2678.31,9267.96
6505,781,2,1,7,1,71,159991.63,77458.55,5609.77,76923.31,48.08,44112.35,17413.71,15932.49
6506,866,7,6,4,5,56,769727.75,584036.44,167798.43,17892.88,2.32,429707.12,81383.6,72945.73
6507,331,8,2,4,3,54,633326.85,369296.2,21809.01,242221.64,38.25,268640.41,85938.25,14717.54
6508,1419,4,3,4,3,20,91432.75,61218.98,12515.1,17698.67,19.36,46555.93,12471.65,2191.41
6509,161,3,6,5,2,78,1011345.4,292791.85,231740.07,486813.48,48.14,218580.4,58537.14,15674.3
6510,942,3,2,9,5,35,403105.23,305607.67,29091.27,68406.29,16.97,216104.47,47307.44,42195.77
6511,1096,4,4,5,1,24,1815218.71,1466039.91,381447.85,-32269.05,-1.78,823968.02,159667.06,482404.83
6512,29,6,3,2,3,89,617332.17,302131.82,30165.43,285034.92,46.17,220572.9,67831.91,13727.01
6513,1367,2,6,6,3,82,101568.1,64946.22,10467.5,26154.38,25.75,48350.35,8159.56,8436.32
6514,909,6,8,2,5,50,315834.7,113673.67,71192.02,130969.01,41.47,83412.48,17714.77,12546.43
6515,1195,6,6,6,4,61,5086.55,2100.96,1489.9,1495.69,29.4,1401.24,399.29,300.43
6516,793,4,4,2,1,12,56924.1,28168.38,14451.22,14304.5,25.13,17001.52,4854.48,6312.38
6517,689,4,5,9,3,88,141640.47,47723.31,21413.8,72503.36,51.19,35526.47,6194.44,6002.4
6518,244,9,5,9,2,19,173645.96,97529.69,18661.34,57454.93,33.09,69952.92,11810.11,15766.66
6519,1404,7,2,9,3,87,112187.63,83852.89,27080.65,1254.09,1.12,65034.21,9935.47,8883.21
6520,1059,2,7,9,5,94,2212147.36,858777.25,59191.56,1294178.55,58.5,503079.7,197047.46,158650.1
6521,1428,4,4,6,3,42,31751.53,11339.7,5750.27,14661.56,46.18,6825.4,1187.65,3326.65
6522,159,3,8,9,1,86,159539.92,40428.55,15075.99,104035.38,65.21,24205.12,9967.75,6255.68
6523,837,3,1,6,2,51,473070.42,222172.89,40822.15,210075.38,44.41,162693.69,28833.44,30645.76
6524,1302,6,7,4,4,9,1906518.16,789356.45,248369.18,868792.53,45.57,468079.44,91998.19,229278.82
6525,43,8,5,6,5,28,402666.03,186095.63,94623.34,121947.06,30.28,105205.77,34715.35,46174.51
6526,1315,8,7,5,5,11,1111825.94,243153.56,188367.87,680304.51,61.19,189579.29,27232.69,26341.58
6527,274,5,2,5,4,2,79393.13,71356.44,19202.79,-11166.1,-14.06,39653.34,13583.98,18119.12
6528,273,9,5,4,4,94,709870.51,266638.92,66131.27,377100.32,53.12,197874.38,60685.42,8079.12
6529,1326,2,4,4,5,79,455398.64,214420.83,122647.08,118330.73,25.98,135950.18,22982.63,55488.02
6530,134,8,8,3,2,2,49678631.81,23506501.12,4286409.88,21885720.81,44.05,17478765.61,5170966.95,856768.56
6531,1353,10,6,6,3,29,11853.8,7638.19,2168.64,2046.97,17.27,5175.35,1215.78,1247.05
6532,938,9,1,5,3,94,811763.38,495821.21,54773.49,261168.68,32.17,375522.68,61443.95,58854.58
6533,1435,6,4,7,1,100,9518.69,7959.23,1670.82,-111.36,-1.17,6073.09,1006.16,879.98
6534,479,7,1,4,2,85,1114445.39,929111.32,238801.51,-53467.44,-4.8,512955.47,220956.31,195199.54
6535,495,1,8,9,4,58,34412.7,30194.62,8819.39,-4601.31,-13.37,17130.76,3520.42,9543.44
6536,406,10,1,3,2,95,2692714.66,2093236.12,435206.47,164272.07,6.1,1271813.65,481480.77,339941.7
6537,1435,5,4,8,5,79,77934.98,44283.93,5645.06,28005.99,35.94,31173.34,8043.59,5067.0
6538,234,1,2,4,1,28,204542.14,150370.0,60473.92,-6301.78,-3.08,113424.48,15917.93,21027.59
6539,1179,4,7,1,5,38,1436493.54,254368.24,884500.79,297624.51,20.72,166811.3,43159.02,44397.92
6540,227,2,2,3,2,43,1156435.78,777988.08,187057.07,191390.63,16.55,536503.55,173193.7,68290.83
6541,142,5,3,8,4,19,2076319.51,888025.82,559932.78,628360.91,30.26,526914.53,185535.61,175575.68
6542,401,5,1,1,5,2,289562.01,162038.68,69354.11,58169.22,20.09,119121.5,28084.12,14833.06
6543,1044,1,3,3,3,76,188535.93,127970.46,25127.51,35437.96,18.8,98664.27,29306.19,0.0
6544,1432,8,2,9,1,80,33198.1,23601.51,2923.6,6672.99,20.1,14438.88,2786.27,6376.36
6545,612,6,2,2,1,3,705062.06,587665.52,161467.76,-44071.22,-6.25,390098.23,138977.7,58589.59
6546,718,4,6,7,3,69,228388.93,133203.03,66601.92,28583.98,12.52,75899.98,30232.58,27070.47
6547,1441,9,7,5,2,18,2008843.46,426526.32,323948.24,1258368.9,62.64,289441.37,87967.44,49117.51
6548,492,3,7,4,5,60,449037.27,124772.08,95682.23,228582.96,50.91,83053.31,27784.64,13934.13
6549,207,8,3,4,5,26,714457.45,588212.55,77810.83,48434.07,6.78,343057.55,106803.12,138351.88
6550,1248,2,6,9,4,59,296097.7,133282.56,13431.65,149383.49,50.45,86856.94,26826.36,19599.25
6551,392,3,2,5,2,78,196022.62,175204.36,52067.12,-31248.86,-15.94,109825.81,32253.32,33125.23
6552,1112,1,5,9,3,73,836045.63,531027.46,219818.56,85199.61,10.19,355799.6,81414.09,93813.76
6553,1238,3,1,7,3,76,360910.34,297603.93,33479.5,29826.91,8.26,203769.56,55154.67,38679.7
6554,644,1,1,4,2,32,55690.79,48551.72,12901.05,-5761.98,-10.35,26798.32,6730.23,15023.18
6555,1226,2,1,7,2,46,411156.96,299639.26,356387.24,-244869.54,-59.56,217247.87,49752.66,32638.73
6556,109,7,1,9,4,4,825331.01,304613.59,169517.61,351199.81,42.55,217492.06,43290.56,43830.97
6557,861,10,6,5,1,9,226487.68,139529.66,10306.31,76651.71,33.84,88496.11,16524.94,34508.61
6558,863,1,7,7,5,63,208947.08,48418.66,30021.82,130506.6,62.46,27219.77,7179.48,14019.4
6559,109,8,5,8,2,32,50698.44,32948.89,2264.5,15485.05,30.54,23842.95,7505.69,1600.24
6560,456,9,3,6,4,41,67407.29,21289.43,2238.09,43879.77,65.1,16386.27,3345.89,1557.27
6561,844,4,1,6,1,95,244690.08,130575.62,72170.41,41944.05,17.14,79028.92,27708.22,23838.48
6562,633,10,6,7,4,28,374450.0,289410.11,15716.68,69323.21,18.51,180710.76,36546.62,72152.74
6563,592,1,8,3,2,83,355790.93,132085.31,64384.19,159321.43,44.78,78231.09,21617.46,32236.76
6564,32,6,6,8,2,86,115646.67,92492.81,23389.57,-235.71,-0.2,63144.41,10842.79,18505.62
6565,303,10,8,8,3,18,26521.12,14910.76,2602.01,9008.35,33.97,8731.94,1801.12,4377.7
6566,593,7,4,6,3,61,566541.26,353972.7,83953.86,128614.7,22.7,223684.06,68180.61,62108.03
6567,260,2,4,9,5,94,18346.79,5069.96,5274.61,8002.22,43.62,3601.26,968.98,499.72
6568,1355,5,7,5,4,85,261657.96,41845.41,15035.6,204776.95,78.26,28405.78,5523.84,7915.79
6569,1259,1,4,9,2,56,184065.86,86519.73,25820.24,71725.89,38.97,55276.28,14809.02,16434.43
6570,975,7,3,6,5,42,344213.77,258690.23,71242.71,14280.83,4.15,167283.95,59368.35,32037.92
6571,1205,4,1,2,4,83,115212.49,51210.5,26858.1,37143.89,32.24,34786.55,6459.19,9964.76
6572,834,3,1,3,5,75,234571.29,205321.06,19467.77,9782.46,4.17,113203.54,21123.76,70993.77
6573,308,5,3,1,4,84,519268.66,404171.82,95405.31,19691.53,3.79,229592.74,79944.89,94634.19
6574,472,8,6,8,2,57,311080.0,193051.99,43221.44,74806.57,24.05,145308.18,20854.39,26889.42
6575,64,8,5,5,4,94,537986.84,438809.74,68090.86,31086.24,5.78,249205.39,108382.07,81222.28
6576,861,1,1,3,5,19,168206.31,134705.89,30698.03,2802.39,1.67,95986.68,25788.51,12930.71
6577,409,4,5,2,2,57,2946129.36,2250390.02,666327.19,29412.15,1.0,1713916.79,383825.29,152647.94
6578,242,2,1,7,4,64,56594.02,26963.74,1374.73,28255.55,49.93,16508.74,4435.51,6019.49
6579,902,8,2,4,2,33,502958.0,448943.82,58678.37,-4664.19,-0.93,285174.96,83485.86,80282.99
6580,1391,3,1,9,1,71,56003.11,32678.53,14299.74,9024.84,16.11,22249.24,3712.07,6717.22
6581,1172,3,6,9,5,55,11430.13,7287.32,2039.41,2103.4,18.4,5485.84,1745.33,56.14
6582,636,6,8,3,5,62,251790.93,137707.94,62555.68,51527.31,20.46,105572.18,26694.18,5441.58
6583,1344,8,5,8,1,64,656441.88,543063.75,177166.1,-63787.97,-9.72,391059.96,69293.18,82710.61
6584,490,9,2,6,5,23,663080.35,568028.31,55927.54,39124.5,5.9,323732.14,104737.13,139559.04
6585,660,1,7,1,5,19,7436462.86,1416544.39,188446.48,5831471.99,78.42,997113.32,169969.0,249462.06
6586,118,2,2,9,1,85,82622.46,45523.45,13378.69,23720.32,28.71,29333.94,4672.2,11517.31
6587,782,10,1,9,1,92,100720.8,54617.11,4070.99,42032.7,41.73,35952.33,10627.26,8037.52
6588,1339,5,3,5,4,17,188448.58,48167.33,136762.77,3518.48,1.87,27036.52,9502.09,11628.72
6589,754,7,2,9,4,92,442934.23,269070.69,123301.41,50562.13,11.42,159813.0,50465.42,58792.27
6590,184,3,1,7,1,97,74081.73,30959.22,21309.71,21812.8,29.44,22656.52,3948.0,4354.7
6591,467,2,7,2,4,65,23915044.14,8726401.59,6553787.91,8634854.64,36.11,5710649.1,1662505.85,1353246.64
6592,320,4,4,9,1,21,147810.23,91884.41,8030.7,47895.12,32.4,56911.58,9967.31,25005.52
6593,801,7,5,9,2,24,62017.6,44228.66,11553.87,6235.07,10.05,28232.23,8464.74,7531.69
6594,716,6,6,2,1,93,260236.04,126805.14,61760.95,71669.95,27.54,94661.54,23218.34,8925.25
6595,108,9,4,7,3,72,124999.24,102239.46,13484.13,9275.65,7.42,73844.47,20272.88,8122.11
6596,15,4,4,4,2,44,625976.02,386299.71,18819.48,220856.83,35.28,236659.77,90518.27,59121.67
6597,211,4,1,4,1,22,3092045.39,1415873.54,409809.93,1266361.92,40.96,816995.03,322187.29,276691.23
6598,726,5,2,7,4,79,64339.88,35936.11,11488.13,16915.64,26.29,21847.7,8879.75,5208.66
6599,716,2,6,1,2,5,166564.46,98495.89,45507.62,22560.95,13.54,74222.94,24272.95,0.0
6600,37,1,5,5,1,14,576249.63,190464.98,120577.07,265207.58,46.02,130233.37,41111.48,19120.13
6601,78,3,6,4,2,62,240879.27,74868.97,12588.36,153421.94,63.69,50364.39,18227.82,6276.76
6602,1172,4,4,6,5,10,31768.79,13299.96,8072.98,10395.85,32.72,9139.34,3060.22,1100.4
6603,1443,7,6,6,5,12,71133.95,54295.37,14208.1,2630.48,3.7,34433.39,11355.19,8506.79
6604,1240,8,4,7,4,56,64290.92,54287.33,15670.01,-5666.42,-8.81,39935.64,6042.59,8309.1
6605,835,10,1,3,2,45,320989.24,267183.99,97289.94,-43484.69,-13.55,179108.35,28684.2,59391.44
6606,430,2,4,6,5,76,85823.92,35425.21,7407.81,42990.9,50.09,20435.1,7993.34,6996.76
6607,336,8,1,4,2,93,229835.81,59411.46,17786.38,152637.97,66.41,34439.93,10304.82,14666.71
6608,1216,4,6,8,2,47,58203.93,34713.02,7203.33,16287.58,27.98,23378.44,7712.92,3621.66
6609,946,5,6,3,2,21,349782.23,236848.55,93482.92,19450.76,5.56,181286.52,34801.99,20760.04
6610,806,9,3,1,1,24,340140.29,291002.1,92800.74,-43662.55,-12.84,180689.31,46457.75,63855.04
6611,748,4,8,1,3,49,219021.45,92215.22,30629.07,96177.16,43.91,69160.9,18906.7,4147.61
6612,253,9,2,2,2,20,50728.12,37156.09,7352.98,6219.05,12.26,26965.73,8817.1,1373.25
6613,451,10,5,4,3,18,111891.49,97571.71,9275.1,5044.68,4.51,59225.72,11041.63,27304.36
6614,1264,4,2,8,2,86,551855.82,458078.53,37803.98,55973.31,10.14,255771.98,105001.55,97305.0
6615,400,9,1,5,4,10,268654.44,127030.06,29623.67,112000.71,41.69,72842.2,27813.47,26374.39
6616,71,9,3,1,5,11,784220.35,415621.68,52832.91,315765.76,40.26,298230.83,61233.91,56156.93
6617,796,9,1,8,3,37,1065505.97,286170.24,83643.81,695691.92,65.29,170535.73,43864.89,71769.63
6618,873,4,6,2,3,48,86741.79,56799.29,17848.3,12094.2,13.94,36089.83,6075.78,14633.68
6619,770,1,3,4,5,99,96221.75,72007.83,2675.01,21538.91,22.38,47913.35,7370.8,16723.68
6620,788,6,6,6,4,45,53888.66,34876.6,8294.7,10717.36,19.89,25001.56,5983.11,3891.93
6621,833,1,3,5,4,3,417840.23,349772.42,60774.09,7293.72,1.75,201484.02,39989.81,108298.59
6622,1135,7,8,5,3,59,68962.42,54250.81,6793.57,7918.04,11.48,34908.46,7003.79,12338.56
6623,1164,6,5,3,1,24,182490.59,64268.95,42751.17,75470.47,41.36,42518.2,14590.02,7160.73
6624,154,3,8,8,5,45,88698.86,47451.74,17494.43,23752.69,26.78,32000.99,8809.62,6641.13
6625,1081,7,1,4,4,46,1160155.16,601823.07,321448.65,236883.44,20.42,444279.6,117382.5,40160.97
6626,371,1,3,1,4,54,1072868.97,332500.39,215150.21,525218.37,48.95,196004.32,42600.58,93895.49
6627,457,6,1,8,4,75,90004.79,38223.15,5700.82,46080.82,51.2,28124.64,8573.42,1525.08
6628,647,9,2,3,4,69,27856.53,17353.63,2295.43,8207.47,29.46,12310.01,3994.75,1048.87
6629,1133,3,5,1,4,47,690041.56,527059.44,80176.44,82805.68,12.0,357267.39,94079.66,75712.39
6630,961,9,6,9,4,47,61549.77,43118.06,17269.37,1162.34,1.89,30652.26,10213.96,2251.84
6631,1317,2,2,9,4,76,128392.14,112728.6,30047.2,-14383.66,-11.2,72683.35,25558.31,14486.94
6632,216,8,2,1,3,93,603747.29,478011.12,177992.49,-52256.32,-8.66,278121.9,100238.28,99650.94
6633,714,4,5,5,3,45,754195.4,545046.63,98389.2,110759.57,14.69,383236.46,114520.5,47289.67
6634,1170,2,5,9,1,15,58071.92,21498.2,2582.06,33991.66,58.53,14418.3,2489.69,4590.22
6635,92,1,5,8,5,57,151412.9,95339.06,25361.89,30711.95,20.28,66456.68,13407.09,15475.28
6636,322,7,8,9,3,44,11212.4,9406.16,1617.51,188.73,1.68,5904.62,1034.93,2466.61
6637,317,5,8,6,5,60,195433.45,127236.93,22666.03,45530.49,23.3,96519.3,12889.38,17828.25
6638,472,7,5,3,1,73,329332.42,136190.32,50170.71,142971.39,43.41,93303.32,16853.07,26033.94
6639,230,6,7,8,5,58,494686.65,110479.55,131357.16,252849.94,51.11,62933.85,25639.33,21906.37
6640,930,10,6,1,1,82,1362213.84,958847.09,245434.79,157931.96,11.59,626563.35,130385.09,201898.65
6641,688,9,2,6,3,1,32387.49,22590.24,2448.4,7348.85,22.69,16354.47,5546.43,689.34
6642,305,4,4,8,3,18,45578.12,32020.61,6681.22,6876.29,15.09,23459.93,6070.9,2489.78
6643,89,9,6,2,2,21,345621.83,183863.18,7520.06,154238.59,44.63,122040.53,24929.78,36892.87
6644,1020,10,3,7,2,28,238434.55,150565.72,25692.36,62176.47,26.08,113796.36,26284.2,10485.16
